CustomerId,First Name,Last Name,Sex,Phone,Addressline1,city,state,postcode,Lat,Lon
14759,Elijah,Bruce,M,(770) 271-8210,3795 Buford Drive, Buford, GA,30519,-83.9899241,34.0885593
14760,Daphne,Griffith,F,(979) 836-1118,203 Us Loop 290 West, Brenham, TX,77833,-83.9749512,37.3377326
14761,Eliana,David,F,(706) 867-6912,270 Wal-Mart Way, Dahlonega, GA,30533,-83.9724302,34.5385644
14762,Tanner,Anthony,M,(859) 497-9401,499 Indian Mound Dr, Mount Sterling, KY,40353,-83.9577455,38.0690825
14764,Noel,Floyd,M,(229) 228-0144,15328 Us 19 South, Thomasville, GA,31757,-83.9448256,30.8601226
14765,King,Pennington,M,(478) 994-0163,120 North Lee Street, Forsyth, GA,31029,-83.941083,33.0395925
14766,Selah,Hale,F,(865) 922-6031,7340 Norris Freeway N.E., Knoxville, TN,37918,-83.9315079,36.08353
14768,Arianna,Malone,F,(989) 684-0430,3921 Wilder Road, Bay City, MI,48706,-83.8970324,43.6254607
14769,Megan,Cunningham,F,(517) 548-9500,3850 E Grand River, Howell, MI,48843,-83.8778615,42.5854647
14770,Krish,Andersen,M,(937) 382-4919,2825 South State Route 73, Wilmington, OH,45177,-83.8734742,39.4635893
14772,Neil,Guerrero,M,(606) 546-5454,301 Parkway Plaza, Barbourville, KY,40906,-83.8691762,36.8589668
14775,Sienna,Barry,F,(865) 544-7710,3051 Kenzel Road, Knoxville, TN,37924,-83.8663549,36.0310863
14776,Sanai,Oneal,F,(770) 503-9300,400 Shallowford Road, Gainesville, GA,30504,-83.8505639,34.2916924
14778,Arielle,Warner,F,(865) 577-2596,7420 Chapman Highway, Knoxville (Se), TN,37920,-83.8437214,35.9114962
14779,Hanna,Nichols,F,(770) 787-8030,9218 Hwy 278 Ne, Covington, GA,30014,-83.8333196,33.5992254
14780,Sophia,Wang,F,(937) 324-0239,1600 Bechtle Avenue, Springfield, OH,45504,-83.832053,39.9448872
14782,Mareli,Espinoza,F,(606) 759-5040,240 Wal-Mart Way, Maysville, KY,41056,-83.7875209,38.6211488
14784,Dana,Jackson,F,(606) 598-6123,240 Manchester Square, Manchester, KY,40962,-83.7730076,37.1407417
14785,Cristina,Campbell,F,(810) 733-5055,4313 Corunna Road, Flint, MI,48532,-83.7644297,42.9995758
14788,Rylee,Todd,F,(229) 273-9270,1215 East 16Th, Cordele, GA,31015,-83.7616824,31.9639424
14789,Sharon,Campos,F,(229) 985-3697,641 East Bypass S.E., Moultrie, GA,31768,-83.7615386,31.1681199
14790,Abagail,Ewing,F,(770) 867-8642,440 Atlanta Hwy N.W., Winder, GA,30680,-83.7565518,33.9899936
14792,Amari,Romero,M,(810) 750-1132,3700 Owen Road, Fenton, MI,48430,-83.7443217,42.7922922
14793,Aidan,Wagner,M,(770) 267-4527,2050 West Spring St, Monroe, GA,30655,-83.7422668,33.7983967
14794,Gloria,Sawyer,F,(478) 987-1444,1009 St. Patricks Drive, Perry, GA,31069,-83.739011,32.4725329
14795,Griffin,Thompson,M,(478) 781-0086,6020 Harrison Road, Macon, GA,31216,-83.7178675,32.8089683
14796,Nico,Quinn,M,(606) 248-9087,Us Hwy 441 Hwy 25E, Middlesboro, KY,40965,-83.7078092,36.6222039
14798,Rosa,Ochoa,F,(478) 953-7070,2720 Watson Blvd., Warner Robins, GA,31093,-83.673558,32.621046
14799,Alexander,Buckley,M,(419) 352-3776,1120 South Main Street, Bowling Green, OH,43402,-83.6502337,41.3539381
14800,Natasha,Willis,F,(734) 434-5620,2515 Ellsworth Road, Ypsilanti, MI,48197,-83.6499577,42.2284929
14801,Yadira,Landry,F,(810) 603-9739,6170 South Saginaw Road, Grand Blanc, MI,48439,-83.6493104,42.9386865
14803,Caroline,Russo,F,(478) 745-3999,1401 Gray Highway, Macon(Ne), GA,31211,-83.6108382,32.8631031
14804,Davon,Rowland,M,(423) 626-6550,432 South Broad Street, New Tazewell, TN,37825,-83.6092081,36.4393704
14805,Abraham,Zuniga,M,(810) 744-9690,5323 East Court St North, Burton, MI,48509,-83.6008562,43.0229492
14806,Julissa,Horn,F,(419) 425-1300,2500 Tiffin Avenue, Findlay, OH,45840,-83.5946731,41.0574031
14808,Zoe,Carson,F,(865) 429-0029,1414 Parkway, Sevierville, TN,37862,-83.5742822,35.8384627
14810,Keyon,Wells,M,(937) 544-7198,11217 State Route 41, West Union, OH,45693,-83.5647244,38.784608
14813,Riya,Mitchell,F,920 849 9551,810 S IRISH RD,CHILTON,WI,53014,-83.5558702,43.0186866
14815,Britney,Pineda,F,(706) 776-3060,308 Hapersham Hills Circle, Cornelia, GA,30531,-83.5428979,34.545233
14816,Kian,Huynh,M,(229) 386-0263,1830 Us Hwy 82 West, Tifton, GA,31794,-83.5423935,31.4427844
14817,Zechariah,Cuevas,M,(386) 328-6733,1024 So. State Road #19, Palatka, FL,32177,-83.5185556,43.019067
14818,Alannah,Gardner,F,(606) 784-3262,300 Pinecrest Plaza, Morehead, KY,40351,-83.4798725,38.1889216
14819,Holden,Hartman,M,(706) 342-9988,1681 Eatonton Road, Madison, GA,30650,-83.4798609,33.5661564
14820,Ashton,Sosa,M,(865) 475-0730,630 East Broadway, Jefferson City, TN,37760,-83.4677879,36.1287282
14821,Johnathon,Ho,M,(248) 698-9601,9190 Highland Road, White Lake, MI,48386,-83.467642,42.6606961
14823,Gustavo,Chapman,M,(706) 335-7563,30983 Hwy 441 South, Commerce, GA,30529,-83.4566061,34.2479045
14824,Amari,Vaughan,M,(706) 549-1423,1911 Epps Bridge Pkwy, Athens, GA,30606,-83.4455204,33.919879
14825,Angel,Hansen,F,(919) 496-2221,279 Franklin Plaza, Louisburg, NC,27549,-83.3994128,35.1642651
14828,Izabelle,Kidd,F,(734) 242-2280,2155 N Telegraph Rd, Monroe, MI,48162,-83.3973794,41.95416
14829,Hailie,Suarez,F,(918) 256-7505,268 So. 7th St., Vinita, OK,74301,-83.3900617,39.3478378
14830,Damari,Mccormick,M,(989) 673-7900,1121 East Caro Road, Caro, MI,48723,-83.3847984,43.5007428
14834,Felicity,Cline,F,(606) 666-4907,1589 Kentucky / Hwy 15 South, Jackson, KY,41339,-83.3577794,37.5523291
14836,Isabela,Whitney,F,(937) 644-2800,15785 Us 36 East, Marysville, OH,43040,-83.3413801,40.2399923
14837,Abril,Evans,F,(828) 524-9111,305 Holly Springs Plaza, Franklin, NC,28734,-83.3260449,35.2070301
14840,Christine,Bradford,F,(229) 249-8400,340 Norman Drive, Valdosta, GA,31601,-83.319524,30.8259497
14841,Kadyn,Sweeney,M,(706) 886-9775,700 South Big A Road, Toccoa, GA,30577,-83.3076577,34.5714013
14842,Kaylen,Jordan,F,(810) 664-3062,555 East Genesee, Lapeer, MI,48446,-83.3000562,43.053703
14844,Hazel,Black,F,(478) 453-0667,2592 No. Columbia St., Milledgeville, GA,31061,-83.2653258,33.1162012
14847,Chad,Stevens,M,(423) 587-0495,475 So. Davy Crockett Pkwy, Morristown, TN,37813,-83.2551292,36.2136776
14849,Roger,Ballard,M,(229) 423-4353,120 Benjamin H Hill Dr. Sw, Fitzgerald, GA,31750,-83.2483589,31.6899554
14850,Priscilla,Bruce,F,(248) 334-9935,300 North Opdyke, Auburn Hills, MI,48326,-83.247711,42.639731
14851,Sheldon,Vaughan,M,(419) 448-4402,2300 West State Route 18, Tiffin, OH,44883,-83.2149276,41.1099294
14852,Carleigh,Zuniga,F,(606) 439-1882,120 Daniel Boone Plaza, Hazard, KY,41701,-83.2136227,37.298941
14853,Glenn,Fitzgerald,M,(423) 623-0429,1075 Cosby Hwy, Newport, TN,37821,-83.212274,35.9437872
14854,Mina,Hoover,F,(828) 586-0211,210 Wal-Mart Plaza, Sylva, NC,28779,-83.2044722,35.3614044
14855,Ciara,Hull,F,(478) 374-7782,1099 Indian Drive, Eastman, GA,31023,-83.1776609,32.1788392
14856,Demetrius,Bright,M,(614) 876-7850,5200 West Pointe Plaza, Columbus (Sw), OH,43228,-83.1452992,39.98327
14857,Gavin,Harrell,M,(614) 717-9660,5900 Britton Parkway, Columbus, OH,43016,-83.1376315,40.0740244
14859,Quintin,Dalton,M,(419) 334-3190,2052 State Route 53, Fremont, OH,43420,-83.1199722,41.3745667
14860,Alivia,Webster,F,(740) 389-3404,1546 Marion-Mt. Gilead Road, Marion, OH,43302,-83.0883734,40.5840321
14861,Janiyah,Norman,F,(740) 363-9931,1760 Columbus Pike, Delaware, OH,43015,-83.0735765,40.2659944
14862,Lesly,Patrick,F,(989) 269-9506,901 North Van Dyke, Bad Axe, MI,48413,-83.0056401,43.8178173
14863,Ana,Hill,F,(864) 885-0408,1636 Sandifer Blvd, Seneca, SC,29678,-82.9990382,34.68987
14865,Jeffrey,Fleming,M,(931) 796-3282,608 East Main Street, Hohenwald, TN,38462,-82.9830958,39.9580027
14866,Maddox,Buck,M,(740) 774-4800,85 River Trace Lane, Chillicothe, OH,45601,-82.9712288,39.347876
14867,Olivia,Pearson,F,(386) 330-2488,6868 US Hwy 129, Live Oak, FL,32060,-82.9639669,30.3243949
14868,Collin,Hudson,M,(828) 456-4828,157 Paragon Parkway, Clyde, NC,28721,-82.956551,35.526147
14869,Curtis,Riggs,M,(478) 272-7017,2101 Veterans Blvd, Dublin, GA,31021,-82.9524209,32.5444115
14870,Precious,Cisneros,F,(970) 565-6138,1835 East Main St, Cortez, CO,81321,-82.950071,39.957066
14871,Francesca,Potter,F,(740) 477-3678,1470 So. Court St., Circleville, OH,43113,-82.9483467,39.5820527
14873,Jerome,Marks,M,(740) 456-8257,4000 Rhodes Avenue, New Boston, OH,45662,-82.9334878,38.7511759
14875,Heather,Reid,F,(614) 476-2070,3900 Morse Road, Columbus, OH,43219,-82.9133365,40.0605321
14878,Mauricio,Castillo,M,(706) 376-5400,1572 Anderson Hwy, Hartwell, GA,30643,-82.9048543,34.3495528
14880,Mara,Navarro,F,(352) 493-0758,2201 No. Young Blvd, Chiefland, FL,32626,-82.8676564,29.5022639
14881,Lucian,Fry,M,(419) 732-3369,4070 E. Harbor Road, Port Clinton, OH,43452,-82.854581,41.52426
14882,Issac,Salinas,M,(912) 384-4600,1450 Southeast Bowens Mill Rd, Douglas, GA,31533,-82.8482698,31.484859
14883,Chaz,Quinn,M,(706) 283-8660,955 Lower Heard Street, Elberton, GA,30635,-82.8470634,34.0919887
14885,Amani,Brennan,F,(606) 789-8920,470 No. Mayo Trail, Paintsville, KY,41240,-82.8158522,37.8176594
14886,Carlee,Mayo,F,(478) 552-1988,1308 So. Harris St., Sandersville, GA,31082,-82.8123591,32.9517881
14887,Rihanna,Phillips,F,(606) 633-0152,350 Whitesburg Plaza, Whitesburg, KY,41858,-82.7947912,37.1171023
14888,Gaven,Lamb,M,(727) 587-7822,1111 North Missouri Avenue, Largo, FL,33770,-82.7895049,27.9260125
14889,Davon,English,M,(606) 886-6681,477 Village Drive, Prestonsburg, KY,41653,-82.7818281,37.6550713
14890,Victor,Mccall,M,(423) 639-8181,3755 E Andrew Johnson Hwy, Greeneville, TN,37745,-82.7594471,36.1876062
14891,Spencer,Warner,M,(276) 523-5026,1941 Neeley Road, Big Stone Gap, VA,24219,-82.7575174,36.8600577
14893,Darien,Schwartz,M,(727) 347-1188,3993 Tyrone Blvd, St Petersburg, FL,33709,-82.7513532,27.8094511
14894,Aditya,Durham,M,(727) 784-8797,35404 Us Highway 19, Palm Harbor, FL,34684,-82.7397203,28.0940975
14895,Kole,Atkins,M,(727) 724-7777,23106 Us Hwy 19 North, Clearwater, FL,33765,-82.7325196,27.982798
14896,Yesenia,Huang,F,(727) 846-9504,8701 Us Hwy 19, Port Richey, FL,34668,-82.718285,28.2833435
14897,Shayna,Benjamin,F,(727) 576-1770,8001 Us Hwy 19 North, Pinellas Park, FL,33781,-82.6848533,27.8450909
14898,Reuben,Hodge,M,(864) 225-1800,3812 Liberty Hwy, Anderson, SC,29621,-82.6783824,34.555421
14901,Micah,Stephens,F,(386) 755-2427,2767 W Us Hwy 90, Lake City, FL,32055,-82.677524,30.1814052
14902,Marisa,Ritter,F,(864) 261-7420,651 Hwy 28 Bypass, Anderson, SC,29624,-82.6749833,34.4896326
14903,Kieran,Hardy,M,(727) 376-3811,8745 State Road 54, New Port Richey, FL,34655,-82.6683399,28.2078093
14904,Harold,Bentley,M,(419) 627-8778,5500 Milan Road, Sandusky, OH,44870,-82.6611395,41.4079692
14905,Andrea,Spence,F,(732) 545-4499,979 Route#1 South, North Brunswick, NJ,8902,-82.6567341,37.4623635
14907,Maliyah,Pope,F,(606) 329-0012,550 Winchester Avenue, Ashland, KY,41101,-82.6505594,38.4836086
14908,Ernesto,Howard,M,(352) 686-0744,1485 Commercial Way, Spring Hill, FL,34606,-82.6313741,28.4584336
14910,Jeremy,Petty,M,(276) 679-7327,640 Highway 58 East, Norton, VA,24273,-82.6274692,36.9299085
14911,Luis,Butler,M,(740) 288-2700,100 Wal-Mart Drive, Jackson, OH,45640,-82.6217967,39.0317619
14912,Braedon,Schroeder,M,(419) 663-2212,340 West Wind Drive, Norwalk, OH,44857,-82.6170644,41.2617117
14913,Yadira,Walter,F,(941) 798-9341,5315 Cortez rd West, Bradenton, FL,34210,-82.6153382,27.4602125
14915,Trinity,Mccormick,F,(423) 246-4676,2500 W Stone Drive, Kingsport, TN,37660,-82.6033482,36.5574126
14916,Marlene,Andrade,F,(864) 859-8595,1023 South Pendelton Street, Easley, SC,29642,-82.599026,34.815516
14918,Rhianna,Foley,F,(419) 529-2950,359 N. Lexington Springmill Rd, Mansfield, OH,44906,-82.594832,40.7620658
14920,Bella,Bradshaw,F,(912) 375-3627,136 East Jarman St., Hazlehurst, GA,31539,-82.5866061,31.8619272
14921,Urijah,Tapia,M,(352) 628-4161,3826 South Suncoast Blvd, Homosassa, FL,34446,-82.5786635,28.8062742
14923,Yahir,Browning,M,(813) 881-0402,7011 Waters Avenue West, Tampa, FL,33634,-82.5587882,28.0268852
14924,Lilyana,Glover,F,(985) 532-6936,4876 Hwy 1 South, Mathews, LA,70375,-82.5562363,38.4053085
14929,Cason,Haley,M,(606) 432-6177,254 Cassidy Blvd, Pikeville, KY,41501,-82.5404263,37.5070906
14930,Raquel,Lang,F,(941) 753-6751,2911 53rd Avenue East, Bradenton, FL,34203,-82.5273329,27.4497392
14931,Jillian,Hobbs,F,(828) 274-9283,1636 Hendersonville Road, Asheville, NC,28803,-82.5247002,35.5130365
14932,Lamont,Bush,M,(740) 894-3235,223 County Road 410, South Point, OH,45680,-82.523093,38.409456
14934,Elias,Conner,M,(423) 392-0600,3200 Ft Henry Drive, Kingsport, TN,37664,-82.5192582,36.5086416
14935,Zaire,Chen,M,(828) 298-8092,125 Bleachery Blvd, Asheville, NC,28805,-82.5157766,35.5771584
14936,Ruth,Stafford,F,(941) 351-6969,8320 Lockwood Ridge, Sarasota, FL,34243,-82.5068588,27.3922369
14937,Lexie,Snow,F,(352) 597-3807,13300 Cortez Blvd, Brooksville, FL,34613,-82.5055839,28.5312394
14944,Cristofer,Foley,M,(813) 968-3544,14941 North Dale Mabry Hwy, Tampa, FL,33618,-82.5024768,28.0859031
14946,Kali,Roberts,F,(813) 872-6992,1505 N. Dale Mabry Hwy, Tampa, FL,33607,-82.5023782,27.9572759
14947,Mohamed,Nguyen,M,(706) 595-5530,2205 Harrison Road Se, Thomson, GA,30824,-82.5015815,33.4808186
14948,Regan,Huber,F,(941) 918-1247,13140 South Tamiami Trail, Osprey, FL,34229,-82.4861571,27.1929743
14950,Beau,Mcbride,M,(810) 385-7600,4475 24th Avenue, Fort Gratiot, MI,48059,-82.4607437,43.0492205
14951,Franco,Jefferson,M,(352) 489-4210,11012 No. Williams St., Dunnellon, FL,34432,-82.4557181,29.063159
14952,Nadia,Gardner,F,(864) 295-3181,6134 White Horse Road, Greenville, SC,29611,-82.4546925,34.8561381
14953,Sydney,Pace,F,(740) 522-5841,911 Hebron Road, Heath, OH,43056,-82.4521727,40.0283602
14954,Jordyn,Gould,F,(941) 379-3550,4381 Cattlemen Road, Sarasota, FL,34233,-82.4501018,27.292115
14957,Odin,Pham,M,(740) 392-3800,1575 Coshocton Avenue, Mt Vernon, OH,43050,-82.4416775,40.4048103
14958,Mariela,Olsen,F,(828) 696-8285,250 Highlands Square, Hendersonville, NC,28792,-82.4376657,35.3493889
14959,Cayden,Lawson,M,(423) 282-5376,3111 Browns Mill Rd, Johnson City, TN,37604,-82.3989932,36.3595126
14960,Hugo,Madden,M,(941) 497-2523,4150 S Tamiami Trail, Venice, FL,34293,-82.395961,27.047618
14961,Chasity,Boyd,F,(352) 637-2300,2461 E Gulf To Lakes Hwy, Inverness, FL,34453,-82.3922277,28.8573634
14962,Josiah,Blair,M,(352) 371-3171,3570 Southwest Archer Rd, Gainesville, FL,32608,-82.3773861,29.6259458
14963,Devyn,Beltran,M,(304) 525-8889,3333 Us Route 60, Huntington, WV,25705,-82.3751769,38.4070177
14964,Caitlin,Owens,F,(813) 633-1467,3846 State Road 674, Ruskin, FL,33573,-82.374098,27.713753
14965,Rubi,Prince,F,(912) 537-0889,3109 East 1St Street, Vidalia, GA,30474,-82.362354,32.2022276
14966,Melody,Miles,F,(419) 281-9537,1991 Baney Rd, Ashland, OH,44805,-82.345362,40.844615
14967,Penelope,Trujillo,F,(352) 378-0619,2649 Nw 13th Street, Gainesville, FL,32609,-82.337242,29.676725
14968,Aliza,Glover,F,(864) 292-8155,3027 Wade Hampton Blvd., Taylors, SC,29687,-82.3324434,34.9084985
14970,Mikaela,Barker,F,(478) 237-3318,414 So. Main St., Swainsboro, GA,30401,-82.3305318,32.5882131
14971,Isai,Morris,M,(813) 661-4426,11110 Causeway Blvd, Brandon (West), FL,33511,-82.3254126,27.9254226
14972,Braiden,Richards,M,(912) 283-9000,2425 Memorial Drive, Waycross, GA,31501,-82.3209613,31.1979516
14973,Miya,Little,F,(941) 475-9220,2931 South Mccall Road, Englewood, FL,34224,-82.310307,26.9322262
14974,Enrique,Rush,M,(813) 681-6654,11720 Dr Martin L King Jr Blvd, Seffner, FL,33584,-82.3002959,27.9834771
14975,Celia,Delgado,F,(864) 297-3031,1451 Woodruff Road, Greenville, SC,29607,-82.2831245,34.8228332
14976,Claudia,Camacho,F,(813) 681-8136,949 East Bloomingdale Ave., Brandon, FL,33511,-82.2704137,27.8909659
14978,Ace,Sullivan,M,(864) 963-0049,3950 Grandview Dr, Simpsonville, SC,29681,-82.2520493,34.712001
14981,Jaydan,Hays,M,(423) 543-8133,1001 Over Mountain Avenue, Elizabethton, TN,37643,-82.2453351,36.3491947
14984,Taylor,Pittman,F,(423) 968-2777,220 Century Blvd, Bristol, TN,37620,-82.2350489,36.5453944
14985,Jazlene,Decker,F,(813) 782-1957,7631 Gall Boulevard, Zephyrhills, FL,33540,-82.1912183,28.2697245
14987,Jolie,Davila,F,(864) 229-2232,508 Bypass 72 Nw, Greenwood, SC,29649,-82.1732773,34.1961587
14988,Bryce,Good,M,(352) 237-7155,2600 Sw 19th Ave, Ocala, FL,34474,-82.1662533,29.1578623
14995,Jakayla,Ryan,F,(941) 625-2399,19100 Murdock Circle, Port Charlotte, FL,33948,-82.1395818,27.0138449
14997,Addyson,Cabrera,F,(352) 793-1300,2163 West C-48, Bushnell, FL,33513,-82.1391441,28.6658196
14998,Priscilla,Shaw,F,(904) 259-4760,1160 South Sixth Street, Macclenny, FL,32063,-82.1245132,30.2672053
15000,Adalyn,Benitez,F,(276) 466-0290,13245 Lee Hwy, Bristol, VA,24202,-82.1243652,36.6348283
15002,Riley,Bernard,F,(813) 752-1188,2602 Jim Redman Parkway, Plant City, FL,33566,-82.1187737,27.9859669
15004,Maverick,Cohen,M,(904) 964-3286,1371 South Walnut/Suite 100, Starke, FL,32091,-82.1179359,29.9333479
15005,Alessandro,Benitez,M,(440) 324-4104,149 Midway Blvd, Elyria, OH,44035,-82.101978,41.3997839
15006,Mylee,Mcguire,F,(706) 860-0170,260 Bobby Jones Expressway, Augusta, GA,30907,-82.0861959,33.5049514
15007,Giuliana,Walter,F,(352) 236-1188,4980 East Silver Springs Blvd, Ocala, FL,34470,-82.0637903,29.2090933
15009,Karley,Rose,F,(706) 792-9323,3209 Deans Bridge Rd, Augusta, GA,30906,-82.0630273,33.424465
15010,Lawrence,Potter,M,304 752 7391,77 NORMAN MORGAN BLVD,LOGAN,WV,25601,-82.0443783,37.8589227
15012,Alec,Everett,M,304 773 9125,320 MALLARD LANE,MASON,WV,25260,-82.0343312,39.0104235
15014,Corey,Hanna,M,(941) 637-3800,3811 Tamiami Trail, Punta Gorda, FL,33950,-82.0304859,26.8968032
15016,Simone,Spencer,F,(740) 455-9001,2850 Maple Avenue, Zanesville, OH,43701,-82.0114073,39.9774659
15017,Leroy,Sanders,M,(864) 574-6452,141 Dorman Centre Drive, Spartanburg, SC,29301,-81.984816,34.933252
15018,Antwan,Knapp,M,(864) 682-8100,917 East Main Street, Laurens, SC,29360,-81.9788895,34.4937429
15019,Iyana,Armstrong,F,(863) 815-4498,5800 N. Hwy 98, Lakeland, FL,33809,-81.9770751,28.1194921
15021,Jaylah,Melendez,F,(863) 644-5676,3501 S Florida Ave, Lakeland, FL,33803,-81.959473,28.0007877
15022,Emilie,Macias,F,(803) 279-0545,1201 Knox Avenue, North Augusta, SC,29841,-81.956691,33.5012186
15023,Alisha,Webster,F,(330) 345-8955,3883 Burbank Road, Wooster, OH,44691,-81.9415936,40.8476177
15024,Francesca,Perez,F,(239) 772-9220,1619 Del Prado Blvd, Cape Coral, FL,33990,-81.9370234,26.6206584
15025,Brenden,Craig,M,(330) 674-2888,1640 South Washington Street, Millersburg, OH,44654,-81.9196211,40.5334418
15026,Semaj,Bean,M,(828) 287-7458,197 Plaza Drive, Forest City, NC,28043,-81.8995212,35.3350923
15027,Tyrell,Pace,M,(352) 326-3900,2501 N Citrus Blvd, Leesburg, FL,34748,-81.899125,28.842465
15028,Kobe,Aguirre,M,(440) 979-9234,24801 Brookpark Road, North Olmsted, OH,44070,-81.8968249,41.4177912
15030,Ahmad,Moody,M,(864) 529-0156,2151 East Main St, Spartanburg, SC,29307,-81.87744,34.9728769
15031,John,Richard,M,(239) 437-1880,14821 Six Mile Cypress Pkwy, Fort Myers, FL,33912,-81.8687507,26.5252937
15032,Beckett,Richardson,M,(330) 723-1122,4141 Pearl Road, Medina, OH,44256,-81.8591841,41.161943
15033,Jenny,Cole,F,(863) 533-5400,1050 Van Fleet Drive, Bartow, FL,33830,-81.8334303,27.907058
15034,Marlene,Cardenas,F,(863) 993-1677,2725 Southeast Hwy 70, Arcadia, FL,34266,-81.8291317,27.2088651
15035,Trystan,Wright,M,(440) 826-0004,8585 Pearl Road, Strongsville, OH,44136,-81.8197057,41.3462135
15036,Frida,Holland,F,(863) 967-1164,2120 Us Hwy 92 West, Auburndale, FL,33823,-81.8161952,28.0600141
15038,Armani,Lawrence,M,(863) 773-6419,1480 Us Hwy 17 N, Wauchula, FL,33873,-81.8130416,27.5684491
15039,Cash,Valenzuela,M,304 769 0100,100 NITRO MARKET PL,CROSS LANES,WV,25313,-81.807555,38.4113747
15041,Jermaine,Miranda,M,(239) 591-4311,11225 Tamiami Trail North, Naples, FL,34110,-81.8033222,26.2744616
15042,Kara,Cameron,F,(989) 463-6770,7945 Alger Road, Alma, MI,48801,-81.8005361,41.4699855
15043,Mateo,Hughes,M,(912) 489-1910,730 Northside Drive East, Statesboro, GA,30458,-81.7593886,32.4342767
15044,Camden,Strong,M,(904) 786-0390,6830 Normandy Blvd, Jacksonville, FL,32205,-81.7584711,30.3015715
15045,Sage,Ramos,F,(904) 272-0036,661 Blanding Blvd, Orange Park, FL,32073,-81.7552802,30.1484938
15046,Rachel,Rasmussen,F,(216) 741-7340,10000 Brookpark Road, Brooklyn, OH,44130,-81.7541975,41.4205814
15047,Aron,Long,M,(904) 772-0011,6767 103rd Street, Jacksonville, FL,32210,-81.7530901,30.250639
15048,Hayley,Hamilton,F,(352) 243-6151,1450 Johns Lake Road, Clermont, FL,34711,-81.7313953,28.5300238
15049,Jeremy,Kirk,M,509 682 4291,108 APPLE BLOSSOM DR,CHELAN,WA,98816,-81.730097,35.762993
15050,Shaniya,Cole,F,(863) 299-5527,355 Cypress Garden Blvd, Winter Haven, FL,33880,-81.7225238,28.0062978
15051,Payton,Gates,M,(803) 648-9197,2035 Whiskey Road, Aiken, SC,29803,-81.7196198,33.5182098
15052,Tianna,Lawson,F,304 372 4482,200 ACADEMY DR,RIPLEY,WV,25271,-81.7193828,38.829038
15053,Quincy,Reynolds,M,(304) 746-1720,2700 Mountaineer Blv, South Charleston, WV,25309,-81.7138825,38.319739
15054,Gael,Robinson,M,304 746 1720,2700 MOUNTAINEER BLVD,SOUTH CHARLESTON,WV,25309,-81.7138825,38.319739
15057,Denisse,Frazier,F,(904) 764-2855,12100 Lem Turner Rd, Jacksonville, FL,32218,-81.7066478,30.4502995
15058,Nayeli,Perry,F,(828) 433-7696,1227 Burkemont Avenue, Morganton, NC,28655,-81.693674,35.715825
15059,Zion,Gentry,F,(352) 735-3000,17030 Us Hwy 441, Mount Dora, FL,32757,-81.6729464,28.8176242
15060,Makena,Pacheco,F,(239) 368-5700,2523 Lee Blvd., Lehigh Acres, FL,33971,-81.6670995,26.6148276
15061,Ellen,Jensen,F,(864) 487-3769,165 Walton Drive, Gaffney, SC,29341,-81.6659417,35.0872751
15062,Alexander,Shepard,M,(828) 262-0254,200 Watauga Village Drive, Boone, NC,28607,-81.6600384,36.1970305
15063,Damien,Mann,M,304 525 8889,3333 US ROUTE 60,HUNTINGTON,WV,25705,-81.6425124,27.8995175
15065,Rudy,Friedman,M,(864) 429-0598,441 N Duncan Bypass/Suite A, Union, SC,29379,-81.638865,34.7237788
15066,Ayden,Gray,M,(863) 422-7537,36205 Us Highway 27, Haines City, FL,33844,-81.6367149,28.1260434
15067,Leonidas,Harrison,M,(330) 668-1129,3750-I West Market St, Fairlawn, OH,44333,-81.6340824,41.133858
15068,Owen,Kirk,M,(904) 260-4402,10991-1 San Jose Blvd., Jacksonville, FL,32223,-81.6270018,30.1770946
15069,Maeve,Young,F,(912) 369-3600,751 W Oglethorpe Hwy, Hinesville, GA,31313,-81.6018315,31.8261751
15070,Sierra,Glenn,F,(803) 276-4411,2812 Main St, Newberry, SC,29108,-81.5924593,34.2802339
15071,Alisson,Austin,F,(904) 642-4999,8808 Beach Blvd., Jacksonville, FL,32216,-81.5625715,30.2833617
15073,Jaliyah,Mason,F,(304) 422-3522,701 Grand Central Av, Vienna, WV,26105,-81.5537422,39.3063975
15074,Camilla,Gibson,F,304 422 3522,701 GRAND CENTRAL AVE,VIENNA,WV,26105,-81.5537422,39.3063975
15075,Jaylon,Decker,M,(863) 676-9425,2000 State Road 60 East, Lake Wales, FL,33898,-81.5531319,27.8919437
15076,Cooper,Shaw,M,(216) 382-1657,3606 Mayfield Road, Cleveland Heights, OH,44118,-81.549783,41.5178097
15078,Keyon,Moyer,M,304 489 1905,2900 PIKE ST,PARKERSBURG,WV,26101,-81.5485177,39.2157278
15079,Tobias,Jacobson,M,(904) 721-4941,9890 Hutchinson Park Drive, Jacksonville, FL,32211,-81.5454202,30.3422852
15081,Brent,Rivers,M,(407) 877-6900,10500 West Colonial Drive, Ocoee, FL,34761,-81.5324513,28.5494582
15083,Kayla,Colon,F,(704) 484-0021,705 East Dixon Blvd., Shelby, NC,28150,-81.5299338,35.2773181
15087,Anahi,Hickman,F,(828) 754-0763,845-R Blowing Rock Blvd, Lenoir, NC,28645,-81.5277335,35.9260728
15088,Troy,Austin,M,(330) 468-0200,8160 Macedonia Commons Blvd, Macedonia, OH,44056,-81.5193599,41.3098336
15089,Alyssa,Barton,F,(276) 783-4244,1193 North Main Street, Marion, VA,24354,-81.5008893,36.8465352
